video_id,effective_score,exciting_score,funny_score,language_score,sentiments,topics,topics_list_index,Topic,Description_x,Abbreviation_x,sentiments_list_index,Sentiment,Description_y,Abbreviation_y
2RHEjneBRak,5,0.4,1.0,1,6,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,6,Amused,"humored, laughing",amused
bdHSIquSHMw,5,0.8,0.8,1,25,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,25,Persuaded,"impressed, enchanted, immersed",persuaded
0sNFdX66Pyo,2,0.6000000000000001,0.6000000000000001,1,1,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
Bl6PZDkaT1I,5,0.4,0.6000000000000001,1,1,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
lsmmgFxI0Jc,3,0.6000000000000001,0.4,1,5,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
dA_aAcfA9Es,3,1.0,0.6000000000000001,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
JCHm9BeCSlo,3,0.4,0.2,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
ud8p5t2sXOo,5,0.2,0.2,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
ofTqo8j-k8s,5,0.8,0.4,-1,1,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
moPBR6os8Z0,5,1.0,0.4,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
Vz5DXIezqr4,3,1.0,0.2,1,5,27,27,Sports,Sports equipment and activities,sports,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
ZUJudM0jSPA,3,0.8,0.0,1,9,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
7bzk_XrXroI,3,0.8,0.8,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
Ei6JvK0W60I,5,0.2,0.2,1,10,36,36,Self Esteem,"Self esteem, bullying, cyber bullying",self_esteem,10,Confident,"assured, strong, healthy",confident
-2L1zQkJ8UA,5,0.6000000000000001,0.2,1,25,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,25,Persuaded,"impressed, enchanted, immersed",persuaded
WxgBXJM6zJ8,3,0.4,0.6000000000000001,1,6,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,6,Amused,"humored, laughing",amused
miC1VZ9UVCQ,5,0.8,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
uAgxZ-l5pY8,5,0.2,0.2,1,4,33,33,Safety,"Safety, safe driving, fire safety",safety,4,Alert,"attentive, curious",alert
sdzPp7V21fI,3,0.2,0.8,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
teHGVlPT3qA,3,0.4,0.0,0,5,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
pbdzMLk9wHQ,5,0.4,1.0,1,6,37,37,Political,Political candidates (support or opposition),political,6,Amused,"humored, laughing",amused
W6nouIb9BnQ,3,0.8,0.6000000000000001,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
Pu5JppruFGI,1,0.4,0.4,1,4,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,4,Alert,"attentive, curious",alert
uykVxooNL70,5,0.6000000000000001,0.4,1,9,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
-0wp-TLmP0A,4,0.8,0.2,1,9,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
C7kmm16PoDY,4,1.0,1.0,1,9,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
KT_155-ROy0,5,0.2,0.2,0,3,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
alOOJiRRuz8,4,0.0,0.6000000000000001,1,6,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,6,Amused,"humored, laughing",amused
RGQf9dn0pDk,5,0.8,1.0,0,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
nVa4mlFZEmM,5,0.8,0.2,1,10,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,10,Confident,"assured, strong, healthy",confident
WREXBUZBrS8,3,0.8,0.6000000000000001,1,15,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
l6i-gYRAwM0,1,0.8,0.8,1,6,37,37,Political,Political candidates (support or opposition),political,6,Amused,"humored, laughing",amused
Uq3NsDX4Clo,5,0.2,0.2,1,4,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,4,Alert,"attentive, curious",alert
7vMVNA8PY7A,5,0.6000000000000001,0.8,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
_6rj5jisB7g,3,0.8,0.6000000000000001,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
kHFnc_eV4Lg,5,0.2,0.2,1,4,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,4,Alert,"attentive, curious",alert
vVaSYcRnxRQ,3,0.2,1.0,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
M2IpET_ydUg,3,0.8,0.4,1,10,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,10,Confident,"assured, strong, healthy",confident
-1yXdOufzKE,5,1.0,0.2,1,5,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
1CxQW3bzIss,5,0.4,0.8,1,4,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,4,Alert,"attentive, curious",alert
z1rCMzkbhmc,5,0.4,0.0,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
OkT_d2OTgv0,3,0.8,1.0,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
YW-XHa3Q2cs,3,0.6000000000000001,0.2,1,8,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
sbFmK4zZ9Ys,5,0.8,0.6000000000000001,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
rZMkBHI0uR0,3,0.4,1.0,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
Vxd9W0RVgFY,5,1.0,0.2,1,4,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,4,Alert,"attentive, curious",alert
hHxE2wdegms,4,0.4,0.8,0,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
qQYz0I5dE_A,5,0.8,1.0,1,5,27,27,Sports,Sports equipment and activities,sports,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
n-XABtUQFNw,2,0.2,0.2,1,14,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,14,Eager,"hungry, thirsty, passionate",eager
OgzDWlmyyYA,5,0.6000000000000001,0.8,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
iMfTHHLbj5g,3,0.8,0.2,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
7VCYBtx6h4g,5,0.8,0.2,1,1,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
bTwWShYxcoU,3,0.4,0.0,1,5,37,37,Political,Political candidates (support or opposition),political,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
MXiJBp7HK5o,5,0.8,0.6000000000000001,1,1,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
UUJd2Ptfr4A,3,0.2,0.0,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
jHbCL__KKw4,5,0.4,0.4,1,4,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,4,Alert,"attentive, curious",alert
UTQinvFuX3M,3,0.4,0.4,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
rHaRhKOcr2M,3,0.2,0.8,1,6,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,6,Amused,"humored, laughing",amused
8N9gSS_HRcE,5,0.2,0.8,1,6,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,6,Amused,"humored, laughing",amused
Z8yW5cyXXRc,1,0.4,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
Tx4SBSV9KVY,5,0.8,0.6000000000000001,1,6,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,6,Amused,"humored, laughing",amused
5I7VtzGcgtk,4,0.4,0.0,1,15,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
dMgiG6EmTfE,3,0.4,0.4,1,5,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
-KSKkmypTZM,5,0.6000000000000001,1.0,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
K4wLg5g1xPw,5,0.6000000000000001,0.6000000000000001,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
womx9GYLVD0,4,0.6000000000000001,0.4,1,14,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,14,Eager,"hungry, thirsty, passionate",eager
8795zWhHjJs,5,0.4,0.6000000000000001,1,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
pTdXVmgC3us,5,0.2,0.2,0,4,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,4,Alert,"attentive, curious",alert
33D5iccLDK0,5,1.0,0.2,-1,1,6,6,Alcohol,Alcohol,alcohol,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
8sjUcp0UQI0,5,0.6000000000000001,0.2,1,14,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,14,Eager,"hungry, thirsty, passionate",eager
oirB6r0PySE,5,0.0,0.0,1,5,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
Vq8LsV8heLc,3,0.6000000000000001,0.4,1,1,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
LOjETlSufwo,5,0.4,0.8,1,6,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,6,Amused,"humored, laughing",amused
MOBdTP9ZB-I,5,0.6000000000000001,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
qLIW8JWk1RI,5,0.2,0.2,1,11,36,36,Self Esteem,"Self esteem, bullying, cyber bullying",self_esteem,11,Conscious,"aware, thoughtful, prepared",conscious
o1tZ2QN33SI,3,0.6000000000000001,1.0,1,6,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,6,Amused,"humored, laughing",amused
Dip_ThFvjKI,3,0.8,0.6000000000000001,1,9,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
vYGvoUNw-Rk,2,0.6000000000000001,0.6000000000000001,0,9,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
YlKDu_XtG_I,3,0.6000000000000001,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
F8bXFTHPK_0,3,0.4,0.8,1,1,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
vPcjTefW_Ao,5,0.8,0.6000000000000001,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
C6d4o6hxZOY,5,0.6000000000000001,0.6000000000000001,1,14,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,14,Eager,"hungry, thirsty, passionate",eager
Y_7WgXAlLFg,5,0.8,0.4,1,1,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
VXyA7bZLoCw,5,0.6000000000000001,0.8,1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
N-nfMbFKC0s,3,0.4,1.0,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
EwrgDhck57E,3,0.8,0.2,1,9,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
Spb0bo3IT0I,3,0.6000000000000001,0.8,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
-XzQcpcgCKY,3,0.8,0.6000000000000001,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
ZnbMEkpBs48,5,0.4,1.0,0,6,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,6,Amused,"humored, laughing",amused
By0S8NpLPH4,1,0.6000000000000001,0.8,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
9n0w7F5hGYM,5,0.6000000000000001,0.0,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
JbsJPO-ZreM,5,0.6000000000000001,1.0,1,6,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,6,Amused,"humored, laughing",amused
A01uRcmyuWc,3,0.4,0.8,1,14,7,7,Coffee,"Coffee, tea",coffee,14,Eager,"hungry, thirsty, passionate",eager
OFYSUPlZmcg,5,0.4,0.2,1,21,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
oF--p4Dkv_Q,3,0.6000000000000001,0.6000000000000001,1,30,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,30,Youthful,childlike,youthful
CkF1rck0hIc,3,0.4,0.8,1,6,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,6,Amused,"humored, laughing",amused
YqKMI05XHFk,5,0.4,0.4,1,15,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
sXlmF3eI9R0,5,0.8,0.2,1,14,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,14,Eager,"hungry, thirsty, passionate",eager
dpzu3HM2CIo,5,0.8,0.2,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
2uT9fjUmm-M,5,0.2,0.6000000000000001,1,18,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
Y5Io2bdZP1A,3,0.6000000000000001,0.2,1,15,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
P1T_Kk0cWLk,3,0.6000000000000001,1.0,0,14,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,14,Eager,"hungry, thirsty, passionate",eager
FxoNbut0vqQ,5,0.8,0.4,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
ArTzPA5AsTg,5,0.6000000000000001,1.0,0,6,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,6,Amused,"humored, laughing",amused
95QcBNJN984,3,0.6000000000000001,0.4,1,9,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
DRQJ7_TXAPE,1,0.75,0.75,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
ujEqAi6-VGo,5,0.6000000000000001,0.4,1,9,7,7,Coffee,"Coffee, tea",coffee,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
CxvChSSLXVk,5,0.2,0.0,0,9,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
